id,recipeName,calories,protein,carbs,fat,fiber,sodium,cholesterol,protein_ratio,carb_ratio,fat_ratio,preparationTime,meal_type_breakfast,meal_type_lunch,meal_type_dinner,meal_type_snack,diet_desi,diet_non_vegetarian,diet_keto,diet_vegetarian,diet_mediterranean,diet_vegan,diet_high_protein,diet_balanced,diet_low_carb,diet_pescatarian,goal_weight_loss,goal_weight_gain,goal_maintenance,restr_gluten_free,restr_nut_free,restr_egg_free,restr_lactose_free,restr_dairy_free,restr_low_carb,restr_low_sugar,restr_low_sodium,restr_low_cholesterol,restr_low_fat
68395ebfa1f9120d4641a453,Avocado & Shrimp Salad,0.2593375328017271,0.9619036804618709,-0.8267740796955709,0.9367485471512479,0.2831310425613589,-0.10946085615936871,2.0062119699688363,0.8679184126801761,-1.1458879348034667,1.1071747460185126,-0.6611843654605104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a454,Garlic Butter Steak Bites,1.7926316386345895,2.699398704876146,-1.0386030685726388,2.771135601101301,-1.3016877743627855,0.026106507431535916,1.5756518952749459,0.9100936136165678,-1.4252850650569204,1.2826541013249844,-0.24283707765390372,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a455,Spinach & Feta Omelette,0.48649221514733637,0.6597306327376492,-0.9115056752463981,1.5204171552262646,-0.9847240109779566,0.2972412346133452,3.9129780150417792,0.31081343286923174,-1.2606631945578985,1.5323100924586794,-0.6611843654605104,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a456,Creamy Chicken Alfredo,1.3951109445297734,2.170595871358758,-0.9115056752463981,2.1040857633012817,-1.3016877743627855,0.4328085982042498,1.4526347310766914,0.8450437274265397,-1.326875609430101,1.0802317542765416,-0.033663433750600415,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a457,Tuna Stuffed Avocados,-0.08139449071668677,0.43310084694448286,-0.7844082819201574,0.6032236282512383,0.9170585693310167,-0.24502821975027334,-0.26960556769887034,0.6608765171742522,-1.0276030183458003,1.1484640060906235,-0.8703580093638137,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a458,Greek Yogurt & Nuts,-0.308549173062296,-0.09570198657290525,-0.8267740796955709,0.4364611688012335,-0.6677602475931277,-1.1668862921684249,-0.5156398960953792,0.21056700498192973,-1.0221177487359916,1.2872813459882386,-1.079531653267117,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a459,Butter Chicken Curry,1.5654769562889803,2.321682395220869,-0.8691398774709845,2.604373141651296,-0.9847240109779566,0.16167387102244055,2.0677205520679633,0.8216617406854236,-1.3072632963555557,1.3562422180664084,0.38468385405600625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a45a,Hard-Boiled Eggs & Mayo,0.08897152104252017,0.05538453728920563,-1.0809688663480523,1.1035110066012528,-1.3016877743627855,-0.380595583341178,3.9129780150417792,-0.003702406671923485,-1.4076103074253152,1.6181293394108873,-0.6611843654605104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a45b,Salmon with Hollandaise,1.679054297461785,1.9439660855655918,-1.0386030685726388,2.9378980605513054,-1.3016877743627855,-0.10946085615936871,2.9288407014557443,0.4817517291063377,-1.422799552264976,1.525873648937264,-0.24283707765390372,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
68395ebfa1f9120d4641a45c,Creamy Coffee Power Bites,-0.7060698671671122,-1.379937439400848,-1.0809688663480523,0.6032236282512383,-1.3016877743627855,-1.112659346732063,-0.39262273189712477,-1.6817641893835167,-1.3457486557146963,2.758745148902957,-1.079531653267117,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
